INPUT FILE: /Users/cc/Desktop/hamiltonian/stacking/stacking_examples/R1-C2_R2-C5_R3-C8.txt

Stacking Case (types read from header)
-------------------------------------
R1: C2 — m even > 2, n = 2
R2: C5 — m even > 2, n odd > 3
R3: C8 — m odd > 3, n even > 2

Example 1
  R1: m=8, n=2
  R2: m=6, n=5
  R3: m=5, n=4
  #Solutions: 121
  Solutions (each line: R3[xs->xt], R2[xs->xt], R1[xs->xt])
     62. R3[2->2], R2[2->3], R1[3->7]
     63. R3[2->2], R2[2->5], R1[5->1]
     64. R3[2->2], R2[2->5], R1[5->3]
     65. R3[2->2], R2[2->5], R1[5->7]
     66. R3[2->4], R2[4->1], R1[1->3]
     67. R3[2->4], R2[4->1], R1[1->5]
     68. R3[2->4], R2[4->1], R1[1->7]
     69. R3[2->4], R2[4->3], R1[3->1]
     70. R3[2->4], R2[4->3], R1[3->5]
     71. R3[2->4], R2[4->3], R1[3->7]
     72. R3[2->4], R2[4->5], R1[5->1]
     73. R3[2->4], R2[4->5], R1[5->3]
     74. R3[2->4], R2[4->5], R1[5->7]
     75. R3[3->1], R2[1->0], R1[0->0]
     76. R3[3->1], R2[1->0], R1[0->2]
     77. R3[3->1], R2[1->0], R1[0->4]
     78. R3[3->1], R2[1->0], R1[0->6]
     79. R3[3->1], R2[1->2], R1[2->0]
     80. R3[3->1], R2[1->2], R1[2->4]
     81. R3[3->1], R2[1->2], R1[2->6]
     82. R3[3->1], R2[1->4], R1[4->0]
     83. R3[3->1], R2[1->4], R1[4->2]
     84. R3[3->1], R2[1->4], R1[4->6]
     85. R3[3->3], R2[3->0], R1[0->0]
     86. R3[3->3], R2[3->0], R1[0->2]
     87. R3[3->3], R2[3->0], R1[0->4]
     88. R3[3->3], R2[3->0], R1[0->6]
     89. R3[3->3], R2[3->2], R1[2->0]
     90. R3[3->3], R2[3->2], R1[2->4]
     91. R3[3->3], R2[3->2], R1[2->6]
     92. R3[3->3], R2[3->4], R1[4->0]
     93. R3[3->3], R2[3->4], R1[4->2]
     94. R3[3->3], R2[3->4], R1[4->6]
     95. R3[4->0], R2[0->1], R1[1->3]
     96. R3[4->0], R2[0->1], R1[1->5]
     97. R3[4->0], R2[0->1], R1[1->7]
     98. R3[4->0], R2[0->3], R1[3->1]
     99. R3[4->0], R2[0->3], R1[3->5]
    100. R3[4->0], R2[0->3], R1[3->7]
    101. R3[4->0], R2[0->5], R1[5->1]
    102. R3[4->0], R2[0->5], R1[5->3]
    103. R3[4->0], R2[0->5], R1[5->7]
    104. R3[4->2], R2[2->1], R1[1->3]
    105. R3[4->2], R2[2->1], R1[1->5]
    106. R3[4->2], R2[2->1], R1[1->7]
    107. R3[4->2], R2[2->3], R1[3->1]
    108. R3[4->2], R2[2->3], R1[3->5]
    109. R3[4->2], R2[2->3], R1[3->7]
    110. R3[4->2], R2[2->5], R1[5->1]
    111. R3[4->2], R2[2->5], R1[5->3]
    112. R3[4->2], R2[2->5], R1[5->7]
    113. R3[4->4], R2[4->1], R1[1->3]
    114. R3[4->4], R2[4->1], R1[1->5]
    115. R3[4->4], R2[4->1], R1[1->7]
    116. R3[4->4], R2[4->3], R1[3->1]
    117. R3[4->4], R2[4->3], R1[3->5]
    118. R3[4->4], R2[4->3], R1[3->7]
    119. R3[4->4], R2[4->5], R1[5->1]
    120. R3[4->4], R2[4->5], R1[5->3]
    121. R3[4->4], R2[4->5], R1[5->7]

  First few with global coordinates (up to 10 shown):
      1. whole: s=(0, 10) -> t=(3, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (1, 2)   (bridge down from R2_t to R1_s)
         R1: (1, 1) -> (3, 0)
      2. whole: s=(0, 10) -> t=(5, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (1, 2)   (bridge down from R2_t to R1_s)
         R1: (1, 1) -> (5, 0)
      3. whole: s=(0, 10) -> t=(7, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (1, 2)   (bridge down from R2_t to R1_s)
         R1: (1, 1) -> (7, 0)
      4. whole: s=(0, 10) -> t=(1, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (3, 2)   (bridge down from R2_t to R1_s)
         R1: (3, 1) -> (1, 0)
      5. whole: s=(0, 10) -> t=(5, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (3, 2)   (bridge down from R2_t to R1_s)
         R1: (3, 1) -> (5, 0)
      6. whole: s=(0, 10) -> t=(7, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (3, 2)   (bridge down from R2_t to R1_s)
         R1: (3, 1) -> (7, 0)
      7. whole: s=(0, 10) -> t=(1, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (5, 2)   (bridge down from R2_t to R1_s)
         R1: (5, 1) -> (1, 0)
      8. whole: s=(0, 10) -> t=(3, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (5, 2)   (bridge down from R2_t to R1_s)
         R1: (5, 1) -> (3, 0)
      9. whole: s=(0, 10) -> t=(7, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (5, 2)   (bridge down from R2_t to R1_s)
         R1: (5, 1) -> (7, 0)
     10. whole: s=(0, 10) -> t=(3, 0)
         R3: (0, 10) -> (2, 7)   (bridge down from R3_t to R2_s)
         R2: (2, 6) -> (1, 2)   (bridge down from R2_t to R1_s)
         R1: (1, 1) -> (3, 0)

------------------------------------------------------------

Example 2
  R1: m=10, n=2
  R2: m=6, n=5
  R3: m=5, n=4
  #Solutions: 160
  Solutions (each line: R3[xs->xt], R2[xs->xt], R1[xs->xt])
      1. R3[0->0], R2[0->1], R1[1->3]
      2. R3[0->0], R2[0->1], R1[1->5]
      3. R3[0->0], R2[0->1], R1[1->7]
      4. R3[0->0], R2[0->1], R1[1->9]
      5. R3[0->0], R2[0->3], R1[3->1]
      6. R3[0->0], R2[0->3], R1[3->5]
      7. R3[0->0], R2[0->3], R1[3->7]
      8. R3[0->0], R2[0->3], R1[3->9]
      9. R3[0->0], R2[0->5], R1[5->1]
     10. R3[0->0], R2[0->5], R1[5->3]
     11. R3[0->0], R2[0->5], R1[5->7]
     12. R3[0->0], R2[0->5], R1[5->9]
     13. R3[0->2], R2[2->1], R1[1->3]
     14. R3[0->2], R2[2->1], R1[1->5]
     15. R3[0->2], R2[2->1], R1[1->7]
     16. R3[0->2], R2[2->1], R1[1->9]
     17. R3[0->2], R2[2->3], R1[3->1]
     18. R3[0->2], R2[2->3], R1[3->5]
     19. R3[0->2], R2[2->3], R1[3->7]
     20. R3[0->2], R2[2->3], R1[3->9]
     21. R3[0->2], R2[2->5], R1[5->1]
     22. R3[0->2], R2[2->5], R1[5->3]
     23. R3[0->2], R2[2->5], R1[5->7]
     24. R3[0->2], R2[2->5], R1[5->9]
     25. R3[0->4], R2[4->1], R1[1->3]
     26. R3[0->4], R2[4->1], R1[1->5]
     27. R3[0->4], R2[4->1], R1[1->7]
     28. R3[0->4], R2[4->1], R1[1->9]
     29. R3[0->4], R2[4->3], R1[3->1]
     30. R3[0->4], R2[4->3], R1[3->5]
     31. R3[0->4], R2[4->3], R1[3->7]
     32. R3[0->4], R2[4->3], R1[3->9]
     33. R3[0->4], R2[4->5], R1[5->1]
     34. R3[0->4], R2[4->5], R1[5->3]
     35. R3[0->4], R2[4->5], R1[5->7]
     36. R3[0->4], R2[4->5], R1[5->9]
     37. R3[1->1], R2[1->0], R1[0->0]
     38. R3[1->1], R2[1->0], R1[0->2]
     39. R3[1->1], R2[1->0], R1[0->4]
     40. R3[1->1], R2[1->0], R1[0->6]
     41. R3[1->1], R2[1->0], R1[0->8]
     42. R3[1->1], R2[1->2], R1[2->0]
     43. R3[1->1], R2[1->2], R1[2->4]
     44. R3[1->1], R2[1->2], R1[2->6]
     45. R3[1->1], R2[1->2], R1[2->8]
     46. R3[1->1], R2[1->4], R1[4->0]
     47. R3[1->1], R2[1->4], R1[4->2]
     48. R3[1->1], R2[1->4], R1[4->6]
     49. R3[1->1], R2[1->4], R1[4->8]
     50. R3[1->3], R2[3->0], R1[0->0]
     51. R3[1->3], R2[3->0], R1[0->2]
     52. R3[1->3], R2[3->0], R1[0->4]
     53. R3[1->3], R2[3->0], R1[0->6]
     54. R3[1->3], R2[3->0], R1[0->8]
     55. R3[1->3], R2[3->2], R1[2->0]
     56. R3[1->3], R2[3->2], R1[2->4]
     57. R3[1->3], R2[3->2], R1[2->6]
     58. R3[1->3], R2[3->2], R1[2->8]
     59. R3[1->3], R2[3->4], R1[4->0]
     60. R3[1->3], R2[3->4], R1[4->2]
     61. R3[1->3], R2[3->4], R1[4->6]
     62. R3[1->3], R2[3->4], R1[4->8]
     63. R3[2->0], R2[0->1], R1[1->3]
     64. R3[2->0], R2[0->1], R1[1->5]
     65. R3[2->0], R2[0->1], R1[1->7]
     66. R3[2->0], R2[0->1], R1[1->9]
     67. R3[2->0], R2[0->3], R1[3->1]
     68. R3[2->0], R2[0->3], R1[3->5]
     69. R3[2->0], R2[0->3], R1[3->7]
     70. R3[2->0], R2[0->3], R1[3->9]
     71. R3[2->0], R2[0->5], R1[5->1]
     72. R3[2->0], R2[0->5], R1[5->3]
     73. R3[2->0], R2[0->5], R1[5->7]
     74. R3[2->0], R2[0->5], R1[5->9]
     75. R3[2->2], R2[2->1], R1[1->3]
     76. R3[2->2], R2[2->1], R1[1->5]
     77. R3[2->2], R2[2->1], R1[1->7]
     78. R3[2->2], R2[2->1], R1[1->9]
     79. R3[2->2], R2[2->3], R1[3->1]
     80. R3[2->2], R2[2->3], R1[3->5]
     81. R3[2->2], R2[2->3], R1[3->7]
     82. R3[2->2], R2[2->3], R1[3->9]
     83. R3[2->2], R2[2->5], R1[5->1]
     84. R3[2->2], R2[2->5], R1[5->3]
     85. R3[2->2], R2[2->5], R1[5->7]
     86. R3[2->2], R2[2->5], R1[5->9]
     87. R3[2->4], R2[4->1], R1[1->3]
     88. R3[2->4], R2[4->1], R1[1->5]
     89. R3[2->4], R2[4->1], R1[1->7]
     90. R3[2->4], R2[4->1], R1[1->9]
     91. R3[2->4], R2[4->3], R1[3->1]
     92. R3[2->4], R2[4->3], R1[3->5]
     93. R3[2->4], R2[4->3], R1[3->7]
     94. R3[2->4], R2[4->3], R1[3->9]
     95. R3[2->4], R2[4->5], R1[5->1]
     96. R3[2->4], R2[4->5], R1[5->3]
     97. R3[2->4], R2[4->5], R1[5->7]
     98. R3[2->4], R2[4->5], R1[5->9]
     99. R3[3->1], R2[1->0], R1[0->0]
    100. R3[3->1], R2[1->0], R1[0->2]
    101. R3[3->1], R2[1->0], R1[0->4]
    102. R3[3->1], R2[1->0], R1[0->6]
    103. R3[3->1], R2[1->0], R1[0->8]
    104. R3[3->1], R2[1->2], R1[2->0]
    105. R3[3->1], R2[1->2], R1[2->4]
    106. R3[3->1], R2[1->2], R1[2->6]
    107. R3[3->1], R2[1->2], R1[2->8]
    108. R3[3->1], R2[1->4], R1[4->0]
    109. R3[3->1], R2[1->4], R1[4->2]
    110. R3[3->1], R2[1->4], R1[4->6]
    111. R3[3->1], R2[1->4], R1[4->8]
    112. R3[3->3], R2[3->0], R1[0->0]
    113. R3[3->3], R2[3->0], R1[0->2]
    114. R3[3->3], R2[3->0], R1[0->4]
    115. R3[3->3], R2[3->0], R1[0->6]
    116. R3[3->3], R2[3->0], R1[0->8]
    117. R3[3->3], R2[3->2], R1[2->0]
    118. R3[3->3], R2[3->2], R1[2->4]
    119. R3[3->3], R2[3->2], R1[2->6]
    120. R3[3->3], R2[3->2], R1[2->8]
    121. R3[3->3], R2[3->4], R1[4->0]
    122. R3[3->3], R2[3->4], R1[4->2]
    123. R3[3->3], R2[3->4], R1[4->6]
    124. R3[3->3], R2[3->4], R1[4->8]
    125. R3[4->0], R2[0->1], R1[1->3]
    126. R3[4->0], R2[0->1], R1[1->5]
    127. R3[4->0], R2[0->1], R1[1->7]
    128. R3[4->0], R2[0->1], R1[1->9]
    129. R3[4->0], R2[0->3], R1[3->1]
    130. R3[4->0], R2[0->3], R1[3->5]
    131. R3[4->0], R2[0->3], R1[3->7]
    132. R3[4->0], R2[0->3], R1[3->9]
    133. R3[4->0], R2[0->5], R1[5->1]
    134. R3[4->0], R2[0->5], R1[5->3]
    135. R3[4->0], R2[0->5], R1[5->7]
    136. R3[4->0], R2[0->5], R1[5->9]
    137. R3[4->2], R2[2->1], R1[1->3]
    138. R3[4->2], R2[2->1], R1[1->5]
    139. R3[4->2], R2[2->1], R1[1->7]
    140. R3[4->2], R2[2->1], R1[1->9]
    141. R3[4->2], R2[2->3], R1[3->1]
    142. R3[4->2], R2[2->3], R1[3->5]
    143. R3[4->2], R2[2->3], R1[3->7]
    144. R3[4->2], R2[2->3], R1[3->9]
    145. R3[4->2], R2[2->5], R1[5->1]
    146. R3[4->2], R2[2->5], R1[5->3]
    147. R3[4->2], R2[2->5], R1[5->7]
    148. R3[4->2], R2[2->5], R1[5->9]
    149. R3[4->4], R2[4->1], R1[1->3]
    150. R3[4->4], R2[4->1], R1[1->5]
    151. R3[4->4], R2[4->1], R1[1->7]
    152. R3[4->4], R2[4->1], R1[1->9]
    153. R3[4->4], R2[4->3], R1[3->1]
    154. R3[4->4], R2[4->3], R1[3->5]
    155. R3[4->4], R2[4->3], R1[3->7]
    156. R3[4->4], R2[4->3], R1[3->9]
    157. R3[4->4], R2[4->5], R1[5->1]
    158. R3[4->4], R2[4->5], R1[5->3]
    159. R3[4->4], R2[4->5], R1[5->7]
    160. R3[4->4], R2[4->5], R1[5->9]

  First few with global coordinates (up to 10 shown):
      1. whole: s=(0, 10) -> t=(3, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (1, 2)   (bridge down from R2_t to R1_s)
         R1: (1, 1) -> (3, 0)
      2. whole: s=(0, 10) -> t=(5, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (1, 2)   (bridge down from R2_t to R1_s)
         R1: (1, 1) -> (5, 0)
      3. whole: s=(0, 10) -> t=(7, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (1, 2)   (bridge down from R2_t to R1_s)
         R1: (1, 1) -> (7, 0)
      4. whole: s=(0, 10) -> t=(9, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (1, 2)   (bridge down from R2_t to R1_s)
         R1: (1, 1) -> (9, 0)
      5. whole: s=(0, 10) -> t=(1, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (3, 2)   (bridge down from R2_t to R1_s)
         R1: (3, 1) -> (1, 0)
      6. whole: s=(0, 10) -> t=(5, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (3, 2)   (bridge down from R2_t to R1_s)
         R1: (3, 1) -> (5, 0)
      7. whole: s=(0, 10) -> t=(7, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (3, 2)   (bridge down from R2_t to R1_s)
         R1: (3, 1) -> (7, 0)
      8. whole: s=(0, 10) -> t=(9, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (3, 2)   (bridge down from R2_t to R1_s)
         R1: (3, 1) -> (9, 0)
      9. whole: s=(0, 10) -> t=(1, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (5, 2)   (bridge down from R2_t to R1_s)
         R1: (5, 1) -> (1, 0)
     10. whole: s=(0, 10) -> t=(3, 0)
         R3: (0, 10) -> (0, 7)   (bridge down from R3_t to R2_s)
         R2: (0, 6) -> (5, 2)   (bridge down from R2_t to R1_s)
         R1: (5, 1) -> (3, 0)

------------------------------------------------------------

Example 3
  R1: m=10, n=2
  R2: m=8, n=5
  R3: m=5, n=4
  #Solutions: 212
  Solutions (each line: R3[xs->xt], R2[xs->xt], R1[xs->xt])
      1. R3[0->0], R2[0->1], R1[1->3]
      2. R3[0->0], R2[0->1], R1[1->5]
      3. R3[0->0], R2[0->1], R1[1->7]
      4. R3[0->0], R2[0->1], R1[1->9]
      5. R3[0->0], R2[0->3], R1[3->1]
      6. R3[0->0], R2[0->3], R1[3->5]
      7. R3[0->0], R2[0->3], R1[3->7]
      8. R3[0->0], R2[0->3], R1[3->9]
      9. R3[0->0], R2[0->5], R1[5->1]
     10. R3[0->0], R2[0->5], R1[5->3]
     11. R3[0->0], R2[0->5], R1[5->7]
     12. R3[0->0], R2[0->5], R1[5->9]
     13. R3[0->0], R2[0->7], R1[7->1]
     14. R3[0->0], R2[0->7], R1[7->3]
     15. R3[0->0], R2[0->7], R1[7->5]
     16. R3[0->0], R2[0->7], R1[7->9]
     17. R3[0->2], R2[2->1], R1[1->3]
     18. R3[0->2], R2[2->1], R1[1->5]
     19. R3[0->2], R2[2->1], R1[1->7]
     20. R3[0->2], R2[2->1], R1[1->9]
     21. R3[0->2], R2[2->3], R1[3->1]
     22. R3[0->2], R2[2->3], R1[3->5]
     23. R3[0->2], R2[2->3], R1[3->7]
     24. R3[0->2], R2[2->3], R1[3->9]
     25. R3[0->2], R2[2->5], R1[5->1]
     26. R3[0->2], R2[2->5], R1[5->3]
     27. R3[0->2], R2[2->5], R1[5->7]
     28. R3[0->2], R2[2->5], R1[5->9]
     29. R3[0->2], R2[2->7], R1[7->1]
     30. R3[0->2], R2[2->7], R1[7->3]
     31. R3[0->2], R2[2->7], R1[7->5]
     32. R3[0->2], R2[2->7], R1[7->9]
     33. R3[0->4], R2[4->1], R1[1->3]
     34. R3[0->4], R2[4->1], R1[1->5]
     35. R3[0->4], R2[4->1], R1[1->7]
     36. R3[0->4], R2[4->1], R1[1->9]
     37. R3[0->4], R2[4->3], R1[3->1]
     38. R3[0->4], R2[4->3], R1[3->5]
     39. R3[0->4], R2[4->3], R1[3->7]
     40. R3[0->4], R2[4->3], R1[3->9]
     41. R3[0->4], R2[4->5], R1[5->1]
     42. R3[0->4], R2[4->5], R1[5->3]
     43. R3[0->4], R2[4->5], R1[5->7]
     44. R3[0->4], R2[4->5], R1[5->9]
     45. R3[0->4], R2[4->7], R1[7->1]
     46. R3[0->4], R2[4->7], R1[7->3]
     47. R3[0->4], R2[4->7], R1[7->5]
     48. R3[0->4], R2[4->7], R1[7->9]
     49. R3[1->1], R2[1->0], R1[0->0]
     50. R3[1->1], R2[1->0], R1[0->2]
     51. R3[1->1], R2[1->0], R1[0->4]
     52. R3[1->1], R2[1->0], R1[0->6]
     53. R3[1->1], R2[1->0], R1[0->8]
     54. R3[1->1], R2[1->2], R1[2->0]
     55. R3[1->1], R2[1->2], R1[2->4]
     56. R3[1->1], R2[1->2], R1[2->6]
     57. R3[1->1], R2[1->2], R1[2->8]
     58. R3[1->1], R2[1->4], R1[4->0]
     59. R3[1->1], R2[1->4], R1[4->2]
     60. R3[1->1], R2[1->4], R1[4->6]
     61. R3[1->1], R2[1->4], R1[4->8]
     62. R3[1->1], R2[1->6], R1[6->0]
     63. R3[1->1], R2[1->6], R1[6->2]
     64. R3[1->1], R2[1->6], R1[6->4]
     65. R3[1->1], R2[1->6], R1[6->8]
     66. R3[1->3], R2[3->0], R1[0->0]
     67. R3[1->3], R2[3->0], R1[0->2]
     68. R3[1->3], R2[3->0], R1[0->4]
     69. R3[1->3], R2[3->0], R1[0->6]
     70. R3[1->3], R2[3->0], R1[0->8]
     71. R3[1->3], R2[3->2], R1[2->0]
     72. R3[1->3], R2[3->2], R1[2->4]
     73. R3[1->3], R2[3->2], R1[2->6]
     74. R3[1->3], R2[3->2], R1[2->8]
     75. R3[1->3], R2[3->4], R1[4->0]
     76. R3[1->3], R2[3->4], R1[4->2]
     77. R3[1->3], R2[3->4], R1[4->6]
     78. R3[1->3], R2[3->4], R1[4->8]
     79. R3[1->3], R2[3->6], R1[6->0]
     80. R3[1->3], R2[3->6], R1[6->2]
     81. R3[1->3], R2[3->6], R1[6->4]
     82. R3[1->3], R2[3->6], R1[6->8]
     83. R3[2->0], R2[0->1], R1[1->3]
     84. R3[2->0], R2[0->1], R1[1->5]
     85. R3[2->0], R2[0->1], R1[1->7]
     86. R3[2->0], R2[0->1], R1[1->9]
     87. R3[2->0], R2[0->3], R1[3->1]
     88. R3[2->0], R2[0->3], R1[3->5]
     89. R3[2->0], R2[0->3], R1[3->7]
     90. R3[2->0], R2[0->3], R1[3->9]
     91. R3[2->0], R2[0->5], R1[5->1]
     92. R3[2->0], R2[0->5], R1[5->3]
     93. R3[2->0], R2[0->5], R1[5->7]
     94. R3[2->0], R2[0->5], R1[5->9]
     95. R3[2->0], R2[0->7], R1[7->1]
     96. R3[2->0], R2[0->7], R1[7->3]
     97. R3[2->0], R2[0->7], R1[7->5]
     98. R3[2->0], R2[0->7], R1[7->9]
     99. R3[2->2], R2[2->1], R1[1->3]
    100. R3[2->2], R2[2->1], R1[1->5]
    101. R3[2->2], R2[2->1], R1[1->7]
    102. R3[2->2], R2[2->1], R1[1->9]
    103. R3[2->2], R2[2->3], R1[3->1]
    104. R3[2->2], R2[2->3], R1[3->5]
    105. R3[2->2], R2[2->3], R1[3->7]
    106. R3[2->2], R2[2->3], R1[3->9]
    107. R3[2->2], R2[2->5], R1[5->1]
    108. R3[2->2], R2[2->5], R1[5->3]
    109. R3[2->2], R2[2->5], R1[5->7]
    110. R3[2->2], R2[2->5], R1[5->9]
    111. R3[2->2], R2[2->7], R1[7->1]
    112. R3[2->2], R2[2->7], R1[7->3]
    113. R3[2->2], R2[2->7], R1[7->5]
    114. R3[2->2], R2[2->7], R1[7->9]
    115. R3[2->4], R2[4->1], R1[1->3]
    116. R3[2->4], R2[4->1], R1[1->5]
    117. R3[2->4], R2[4->1], R1[1->7]
    118. R3[2->4], R2[4->1], R1[1->9]
    119. R3[2->4], R2[4->3], R1[3->1]
    120. R3[2->4], R2[4->3], R1[3->5]
    121. R3[2->4], R2[4->3], R1[3->7]
    122. R3[2->4], R2[4->3], R1[3->9]
    123. R3[2->4], R2[4->5], R1[5->1]
    124. R3[2->4], R2[4->5], R1[5->3]
    125. R3[2->4], R2[4->5], R1[5->7]
    126. R3[2->4], R2[4->5], R1[5->9]
    127. R3[2->4], R2[4->7], R1[7->1]
    128. R3[2->4], R2[4->7], R1[7->3]
    129. R3[2->4], R2[4->7], R1[7->5]
    130. R3[2->4], R2[4->7], R1[7->9]
    131. R3[3->1], R2[1->0], R1[0->0]
    132. R3[3->1], R2[1->0], R1[0->2]
    133. R3[3->1], R2[1->0], R1[0->4]
    134. R3[3->1], R2[1->0], R1[0->6]
    135. R3[3->1], R2[1->0], R1[0->8]
    136. R3[3->1], R2[1->2], R1[2->0]
    137. R3[3->1], R2[1->2], R1[2->4]
    138. R3[3->1], R2[1->2], R1[2->6]
    139. R3[3->1], R2[1->2], R1[2->8]
    140. R3[3->1], R2[1->4], R1[4->0]
    141. R3[3->1], R2[1->4], R1[4->2]
    142. R3[3->1], R2[1->4], R1[4->6]
    143. R3[3->1], R2[1->4], R1[4->8]
    144. R3[3->1], R2[1->6], R1[6->0]
    145. R3[3->1], R2[1->6], R1[6->2]
    146. R3[3->1], R2[1->6], R1[6->4]
    147. R3[3->1], R2[1->6], R1[6->8]
    148. R3[3->3], R2[3->0], R1[0->0]
    149. R3[3->3], R2[3->0], R1[0->2]
    150. R3[3->3], R2[3->0], R1[0->4]
    151. R3[3->3], R2[3->0], R1[0->6]
    152. R3[3->3], R2[3->0], R1[0->8]
    153. R3[3->3], R2[3->2], R1[2->0]
    154. R3[3->3], R2[3->2], R1[2->4]
    155. R3[3->3], R2[3->2], R1[2->6]
    156. R3[3->3], R2[3->2], R1[2->8]
    157. R3[3->3], R2[3->4], R1[4->0]
    158. R3[3->3], R2[3->4], R1[4->2]
